NS.1481.002.IDT_i7_47---IDT_i5_47.63,WFMojave_2015_South_63
NS.1481.002.IDT_i7_48---IDT_i5_48.72,Redwoods_2012_Centre_72
NS.1481.002.IDT_i7_49---IDT_i5_49.166,RockCreek_2015_North_166
NS.1481.002.IDT_i7_5---IDT_i5_5.69,Redwoods_2011_Centre_69
NS.1481.002.IDT_i7_50---IDT_i5_50.175,RockCreek_2016_North_175
NS.1481.002.IDT_i7_52---IDT_i5_52.33,Sweetwater_2014_South_33
NS.1481.002.IDT_i7_53---IDT_i5_53.3,Sweetwater_2010_South_3
NS.1481.002.IDT_i7_54---IDT_i5_54.13,Sweetwater_2011_South_13
NS.1481.002.IDT_i7_55---IDT_i5_55.22,Sweetwater_2013_South_22
NS.1481.002.IDT_i7_56---IDT_i5_56.35,Sweetwater_2014_South_35
NS.1481.002.IDT_i7_57---IDT_i5_57.44,WFMojave_2011_South_44
NS.1481.002.IDT_i7_58---IDT_i5_58.53,WFMojave_2014_South_53
NS.1481.002.IDT_i7_59---IDT_i5_59.64,WFMojave_2015_South_64
NS.1481.002.IDT_i7_6---IDT_i5_6.8,Sweetwater_2010_South_8
NS.1481.002.IDT_i7_60---IDT_i5_60.73,Redwoods_2012_Centre_73
NS.1481.002.IDT_i7_61---IDT_i5_61.167,RockCreek_2015_North_167
NS.1481.002.IDT_i7_62---IDT_i5_62.176,RockCreek_2016_North_176
NS.1481.002.IDT_i7_64---IDT_i5_64.34,Sweetwater_2014_South_34
NS.1481.002.IDT_i7_68---IDT_i5_68.36,Sweetwater_2014_South_36
NS.1481.002.IDT_i7_69---IDT_i5_69.45,WFMojave_2011_South_45
NS.1481.002.IDT_i7_7---IDT_i5_7.17,Sweetwater_2012_South_17
NS.1481.002.IDT_i7_70---IDT_i5_70.54,WFMojave_2014_South_54
NS.1481.002.IDT_i7_71---IDT_i5_71.65,WFMojave_2016_South_65
NS.1481.002.IDT_i7_72---IDT_i5_72.75,Redwoods_2012_Centre_75
NS.1481.002.IDT_i7_76---IDT_i5_76.39,WFMojave_2010_South_39
NS.1481.002.IDT_i7_77---IDT_i5_77.5,Sweetwater_2010_South_5
NS.1481.002.IDT_i7_78---IDT_i5_78.15,Sweetwater_2011_South_15
NS.1481.002.IDT_i7_79---IDT_i5_79.24,Sweetwater_2013_South_24
NS.1481.002.IDT_i7_8---IDT_i5_8.26,Sweetwater_2013_South_26
NS.1481.002.IDT_i7_80---IDT_i5_80.37,Sweetwater_2014_South_37
NS.1481.002.IDT_i7_83---IDT_i5_83.66,WFMojave_2016_South_66
NS.1481.002.IDT_i7_85---IDT_i5_85.169,RockCreek_2015_North_169
NS.1481.002.IDT_i7_88---IDT_i5_88.49,WFMojave_2014_South_49
NS.1481.002.IDT_i7_89---IDT_i5_89.7,Sweetwater_2010_South_7
NS.1481.002.IDT_i7_90---IDT_i5_90.16,Sweetwater_2012_South_16
NS.1481.002.IDT_i7_91---IDT_i5_91.25,Sweetwater_2013_South_25
NS.1481.002.IDT_i7_92---IDT_i5_92.38,WFMojave_2010_South_38
NS.1481.002.IDT_i7_93---IDT_i5_93.47,WFMojave_2011_South_47
NS.1481.002.IDT_i7_94---IDT_i5_94.57,WFMojave_2014_South_57
NS.1481.002.IDT_i7_95---IDT_i5_95.67,WFMojave_2016_South_67
